Name,age,gender,region_category,membership_category,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score,Tenure (months),age2
Solomon Finnell,42,F,City,Gold Membership,Yes,Without Offers,Desktop,Wi-Fi,8,179.84,39667.91,10,-38.08431401,No,Yes,No,Not Applicable,Poor Product Quality,3,21,40-49
Tatyana Clyburn,31,F,City,Silver Membership,Not Specified,Without Offers,Desktop,Wi-Fi,10,731.24,36981.7,26,774.16,No,Yes,Yes,Unsolved,Poor Customer Service,3,10,30-39
Karoline Wiltse,12,F,Town,Gold Membership,No,Credit/Debit Card Offers,Not Specified,Wi-Fi,13,49.19,35209.09,10,799.43,No,Yes,Yes,No Information Available,Quality Customer Care,1,6,Oct-19
Rosia Fausto,15,M,City,Platinum Membership,No,Gift Vouchers/Coupons,Not Specified,Wi-Fi,0,93.76,28456.92,5,704.31,No,Yes,No,Not Applicable,Poor Website,3,24,Oct-19
Ned Strobel,30,M,City,No Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,0,121.38,13374.01,12,693,Yes,No,No,Not Applicable,Poor Website,5,25,30-39
Thea Syed,59,M,Town,No Membership,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,10,628.79,40093.14,55.01616857,622.06,No,Yes,No,Not Applicable,Poor Customer Service,4,35,50-59
Neville Spidle,23,M,City,No Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,11,31.45,18606.73,24,621.94,No,Yes,No,Not Applicable,Poor Product Quality,4,28,20-29
Granville Lykes,32,F,Town,Silver Membership,No,Without Offers,Smartphone,Wi-Fi,24,38.88,41019.89,19,750.83,No,Yes,Yes,Solved,Quality Customer Care,2,30,30-39
Alan Como,42,M,City,Platinum Membership,Yes,Credit/Debit Card Offers,Not Specified,Mobile_Data,22,1097.82189,27380.8,27,799.91,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,3,17,40-49
Sallie Dantonio,12,M,Town,No Membership,No,Without Offers,Desktop,Wi-Fi,8,322.3,14310.09,11,559.2451349,Yes,No,No,Not Applicable,Poor Product Quality,5,2,Oct-19
Raina Lueras,45,M,City,Premium Membership,Yes,Gift Vouchers/Coupons,Not Specified,Wi-Fi,13,31.2,37295.99,25,1196.60075,No,Yes,No,Not Applicable,Too many ads,3,30,40-49
Barbie Hice,55,F,City,Gold Membership,No,Without Offers,Smartphone,Fiber_Optic,12,291.94,97643.81,5,713.99,Yes,Yes,No,Not Applicable,User Friendly Website,2,28,50-59
Tobias Owings,16,F,City,Silver Membership,No,Without Offers,Desktop,Wi-Fi,0,343.13,32605.84,16,335.2620818,No,Yes,No,Not Applicable,Poor Customer Service,4,10,Oct-19
Kathi Moats,56,M,City,Platinum Membership,Not Specified,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,19,180.37,21460.83,27,240.158193,Yes,No,No,Not Applicable,Poor Customer Service,3,22,50-59
Christiana Temme,24,F,Town,Silver Membership,Yes,Gift Vouchers/Coupons,Not Specified,Mobile_Data,23,31.81,36494.51,24,622.69,No,Yes,No,Not Applicable,Poor Customer Service,4,13,20-29
Jacquetta Hepler,24,F,Town,Platinum Membership,No,Without Offers,Smartphone,Mobile_Data,12,31.86,21842.03,19,743.44,No,Yes,No,Not Applicable,Too many ads,3,35,20-29
Saundra Stepney,53,M,Town,Basic Membership,No,Credit/Debit Card Offers,Not Specified,Mobile_Data,5,428.81,40698.54,9,600.39,No,Yes,Yes,Solved in Follow-up,Poor Website,4,30,50-59
Nilda Fripp,58,M,Town,Basic Membership,Not Specified,Without Offers,Desktop,Fiber_Optic,19,1223.769011,47756.12,15,631.09,Yes,No,No,Not Applicable,No reason specified,5,34,50-59
Edna Vasquez,63,F,Village,Premium Membership,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,15,1090.92,12483.66,2,705.75,Yes,Yes,Yes,Solved in Follow-up,Quality Customer Care,2,6,60-69
Russell Pelosi,62,M,Town,Gold Membership,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,13,402.05,20411.69,15,517.3513913,Yes,No,No,Not Applicable,Products always in Stock,1,17,60-69
Genevieve Medeiros,48,F,Village,Platinum Membership,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,2,33.18,24394.24,16,1042.087064,No,Yes,Yes,No Information Available,Poor Product Quality,3,32,40-49
Georgette Colegrove,52,F,City,No Membership,No,Without Offers,Not Specified,Fiber_Optic,15,45.45,47218.23,29,632.14,No,Yes,No,Not Applicable,Too many ads,5,14,50-59
Grace Mcgranahan,54,F,Town,Gold Membership,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,2,67.48,47619.23,10,754.69,No,Yes,No,Not Applicable,Quality Customer Care,2,13,50-59
Shakira Redner,12,M,Town,Silver Membership,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,2,226.47,27477.44,16,748.61,Yes,No,No,Not Applicable,Poor Customer Service,3,32,Oct-19
Reyna Bramblett,23,M,Town,Premium Membership,No,Without Offers,Desktop,Wi-Fi,16,125.89,77291.02,1,1085.770601,Yes,No,Yes,Solved,Reasonable Price,2,10,20-29
Nicki Wronski,62,F,Village,No Membership,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,17,112.9,20038.77,12,274.3235842,No,Yes,No,Not Applicable,Poor Product Quality,5,8,60-69
Rosetta Hoopes,22,M,Village,Basic Membership,Not Specified,Without Offers,Desktop,Wi-Fi,10,589.12,36545.91,12,680.88,Yes,No,Yes,Unsolved,Poor Customer Service,5,34,20-29
Dian Hudnall,28,M,City,Platinum Membership,Yes,Without Offers,Smartphone,Wi-Fi,16,43.58,23397.98,8,759.48,Yes,No,No,Not Applicable,Poor Customer Service,3,5,20-29
Opal Propp,61,F,Town,No Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,20,100.33,34614.42,15,642.93,No,Yes,Yes,Solved in Follow-up,No reason specified,5,11,60-69
Sherwood Fail,64,M,Town,Gold Membership,Not Specified,Gift Vouchers/Coupons,Desktop,Mobile_Data,11,449.03,33430.37,14,435.9525483,No,Yes,Yes,Solved,Quality Customer Care,1,14,60-69
Grady Kizer,37,M,Town,Silver Membership,Yes,Without Offers,Smartphone,Wi-Fi,7,43.78,17353.48,21,282.3638793,Yes,No,No,Not Applicable,Poor Customer Service,4,16,30-39
Kyla Sirianni,50,F,Town,Silver Membership,Yes,Gift Vouchers/Coupons,Not Specified,Fiber_Optic,11,145.59,13518.27,12,740.22,Yes,No,No,Not Applicable,Poor Customer Service,3,34,50-59
Denise Exner,20,F,Town,Gold Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,14,233.72,15596.42,14,780.92,Yes,No,No,Not Applicable,Poor Website,3,25,20-29
Scottie Dinkins,27,F,Village,No Membership,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,15,304.09,32189.63,7,549.41,No,Yes,Yes,No Information Available,Too many ads,5,29,20-29
Lesli Sturdivant,14,F,Town,No Membership,Not Specified,Credit/Debit Card Offers,Not Specified,Wi-Fi,14,163.99,27114.49,29,583.06,No,Yes,Yes,Solved in Follow-up,No reason specified,5,19,Oct-19
Bernadine Armbruster,55,F,City,No Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,12,488,20417.72,10,656.21,No,Yes,No,Not Applicable,Poor Website,4,9,50-59
Ferne Exner,21,F,City,No Membership,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,13,39.62,46139.37,16,673.05,Yes,No,No,Not Applicable,Poor Customer Service,5,25,20-29
Glendora Foland,12,M,Town,No Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,17,110.59,12478.19,21,671.23,No,Yes,Yes,Solved,Poor Customer Service,4,2,Oct-19
Nichelle Dangelo,58,F,Town,Gold Membership,Yes,Without Offers,Both,Fiber_Optic,6,1600.12,15610.96,13,725.74,No,Yes,Yes,Solved in Follow-up,Poor Website,3,4,50-59
Earlie Leonard,23,F,Town,Basic Membership,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,9,54.12,24610.29,10,653.38,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,5,28,20-29
Gerard Goya,55,F,Town,Silver Membership,Not Specified,Without Offers,Smartphone,Fiber_Optic,6,633.62,58077.98,7,796,Yes,Yes,Yes,Solved in Follow-up,User Friendly Website,2,19,50-59
Karlyn Hudnall,16,M,City,Gold Membership,Yes,Without Offers,Desktop,Fiber_Optic,26,936.34,30998.94,29,778.24,Yes,Yes,Yes,Unsolved,No reason specified,3,8,Oct-19
Bert Heatherly,17,M,Town,Silver Membership,No,Without Offers,Smartphone,Mobile_Data,6,352.25,31444.17,10,668.44,Yes,Yes,Yes,Solved,Too many ads,4,23,Oct-19
Carmelo Rieder,11,M,City,Premium Membership,No,Without Offers,Smartphone,Fiber_Optic,18,128.93,66961.7,19,765.97,No,Yes,No,Not Applicable,Quality Customer Care,2,31,Oct-19
Jeanine Colegrove,44,M,City,Gold Membership,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,20,38.56,16717.72,28,550.1900866,Yes,No,Yes,Solved in Follow-up,Poor Website,3,0,40-49
Donya Murdoch,16,F,Town,Gold Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,7,220.07,45054.8,12,623.93,Yes,Yes,No,Not Applicable,Too many ads,4,15,Oct-19
Herbert Swan,17,F,Town,Silver Membership,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,9,1053.12,15799.78,28,945.4319714,Yes,Yes,Yes,Solved,Poor Product Quality,3,18,Oct-19
Gerry Stuck,35,M,City,Gold Membership,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,11,263.58,34046.4,9,649.88,Yes,No,No,Not Applicable,Poor Customer Service,4,5,30-39
Karena Lamantia,25,M,Town,Basic Membership,Not Specified,Credit/Debit Card Offers,Desktop,Wi-Fi,14,142.87,43660.25,29,580.25,No,Yes,Yes,No Information Available,Poor Customer Service,5,2,20-29
Selena Devenport,58,F,Town,Basic Membership,No,Credit/Debit Card Offers,Not Specified,Mobile_Data,15,120.5,4165.97,17,694.31,Yes,No,No,Not Applicable,Poor Product Quality,5,21,50-59
Candy Ponder,41,M,Town,Gold Membership,Not Specified,Without Offers,Smartphone,Wi-Fi,7,248.72,33879.22,26,713.39,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,4,24,40-49
Glenda Mccready,48,M,Town,Premium Membership,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,0,58.73,39995.8,28,708.74,No,Yes,No,Not Applicable,Poor Customer Service,3,33,40-49
Vito Sharlow,21,M,Town,Platinum Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,9,164.87,49628.7,15,188.1924469,Yes,No,No,Not Applicable,Too many ads,3,27,20-29
Tandra Keep,38,M,Village,No Membership,No,Without Offers,Desktop,Mobile_Data,11,376.93,31089.9,25,1071.824763,Yes,No,Yes,Solved,No reason specified,5,30,30-39
Mariana Viera,12,F,City,No Membership,Yes,Without Offers,Both,Fiber_Optic,13,619.2,44015.54,9,826.4263584,Yes,Yes,No,Not Applicable,Poor Product Quality,5,17,Oct-19
Tyler Bjornson,34,F,Town,Silver Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,5,165.92,46167.97,23,661.83,No,Yes,No,Not Applicable,No reason specified,4,19,30-39
Fanny Berger,15,M,Town,Silver Membership,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,14,766.04,44858.07,18,689.99,Yes,Yes,No,Not Applicable,Poor Customer Service,4,20,Oct-19
Noelle Labrie,55,M,Town,Premium Membership,Yes,Without Offers,Smartphone,Mobile_Data,7,792.59,44496.31,19,741.71,Yes,No,No,Not Applicable,Too many ads,3,3,50-59
Rufus Press,59,F,Town,Premium Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,12,629.37,23602.1,11,742.41,Yes,Yes,No,Not Applicable,Poor Website,3,28,50-59
Frederica Ring,50,M,Town,No Membership,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,22,56.28,6124.94,15,561.78,No,Yes,No,Not Applicable,Poor Website,5,27,50-59
Mickey Mchargue,48,F,City,Basic Membership,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,20,200.46,40236.57,21,647.61,Yes,No,No,Not Applicable,No reason specified,5,14,40-49
Patrick Twigg,23,F,City,No Membership,Yes,Without Offers,Smartphone,Mobile_Data,16,1262.444589,12163.94,11,677.29,Yes,No,No,Not Applicable,Poor Customer Service,5,25,20-29
Albertha Solt,33,M,City,Platinum Membership,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,20,260.92,70639.99,0,760.54,No,Yes,No,Not Applicable,User Friendly Website,1,13,30-39
Mayra Irick,49,M,Town,No Membership,Yes,Without Offers,Smartphone,Wi-Fi,15,30.58,38036.67,29,636.43,Yes,No,Yes,Solved,Too many ads,5,25,40-49
Nakita Chadwell,56,F,Village,No Membership,Yes,Without Offers,Smartphone,Fiber_Optic,11,177.42,6280.96,20,578.69,Yes,No,Yes,No Information Available,No reason specified,5,0,50-59
Mechelle Ragin,32,F,City,No Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,15,33.77,32673.05,21,529.02,No,Yes,No,Not Applicable,No reason specified,5,22,30-39
Brinda Everett,52,M,Village,Gold Membership,No,Without Offers,Desktop,Wi-Fi,15,33.5,50085.74,4,1242.200999,No,Yes,No,Not Applicable,Reasonable Price,2,19,50-59
Bette Mattison,16,M,Town,No Membership,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,8,62.53,23123.43,22,524.34,Yes,No,No,Not Applicable,Too many ads,5,12,Oct-19
Jamey Abe,48,F,Village,Basic Membership,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,15,583.96,38477.8,13,608.37,Yes,No,No,Not Applicable,No reason specified,5,25,40-49
Cornelia Mattison,61,M,City,Platinum Membership,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,9,315.37,28202.86,19,778.62,Yes,No,No,Not Applicable,Poor Website,3,5,60-69
Araceli Seeber,33,F,Town,Basic Membership,Yes,Without Offers,Smartphone,Wi-Fi,14,146.24,2203.18,15,301.5444844,No,Yes,Yes,Solved in Follow-up,No reason specified,5,19,30-39
Grady Kollar,22,M,City,No Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,20,103.51,21574,5,414.2461508,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,4,16,20-29
Ghislaine Turcios,10,F,Village,Silver Membership,No,Without Offers,Not Specified,Fiber_Optic,12,142.34,38249.21,23,1078.760958,Yes,No,Yes,Unsolved,No reason specified,4,22,Oct-19
Kraig Richart,12,M,City,No Membership,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,14,86.25,31792.97,9,1098.600851,No,Yes,Yes,No Information Available,Too many ads,4,22,Oct-19
Tandra Leclerc,10,M,Town,Premium Membership,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,0,78.93,49093.95,28,791.99,Yes,No,No,Not Applicable,Too many ads,3,27,Oct-19
Kyla Glasgow,12,M,Town,No Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,8,122.17,12440.72,5,677.35,No,Yes,Yes,No Information Available,Poor Website,5,8,Oct-19
Donya Burson,45,F,Town,No Membership,Yes,Without Offers,Smartphone,Wi-Fi,6,1482.53,13626.01,23,555.38,Yes,Yes,No,Not Applicable,No reason specified,5,5,40-49
Barbie Zwilling,13,M,City,Silver Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,4,150.97,85750.12,6,785.69,Yes,No,No,Not Applicable,Quality Customer Care,2,21,Oct-19
Janell Daigneault,33,F,Town,Silver Membership,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,0,94.2,56741.77,11,710.79,No,Yes,No,Not Applicable,Reasonable Price,2,28,30-39
Ines Terhaar,47,F,Town,Premium Membership,No,Without Offers,Smartphone,Mobile_Data,2,163.43,5843.93,5,754.32,No,Yes,Yes,No Information Available,Too many ads,3,15,40-49
Nolan Larry,44,M,Town,Premium Membership,No,Without Offers,Smartphone,Fiber_Optic,21,34.97,14545.9,8,360.5824643,Yes,No,Yes,Unsolved,Poor Website,3,17,40-49
Faustina Kaiser,17,M,Village,Silver Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,3,349.92,25966.98,9,659.95,Yes,No,No,Not Applicable,Poor Customer Service,4,13,Oct-19
Luisa Laclair,16,F,City,Silver Membership,Yes,Without Offers,Smartphone,Mobile_Data,13,47.22,15403.3,19,672.15,No,Yes,No,Not Applicable,Poor Website,4,7,Oct-19
Consuela Adcox,52,F,City,Basic Membership,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,9,502.02,28024.35,8,1161.057661,No,Yes,Yes,Solved,Poor Product Quality,5,1,50-59
Angla Groff,54,F,City,Premium Membership,Yes,Without Offers,Not Specified,Wi-Fi,23,59.08,36440.91,15,1638.27558,Yes,No,No,Not Applicable,Poor Customer Service,3,21,50-59
Elidia Biffle,18,F,Town,No Membership,Yes,Without Offers,Smartphone,Mobile_Data,17,200.63,21330.47,22,661.3,No,Yes,No,Not Applicable,No reason specified,4,17,Oct-19
Shakira Hemmings,59,M,Town,Premium Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,14,1431.646546,56989.08,7,727.58,Yes,No,Yes,Unsolved,User Friendly Website,2,12,50-59
Afton Albertini,51,F,City,Platinum Membership,Yes,Without Offers,Not Specified,Wi-Fi,8,32.25,8879.1,24,796.24,Yes,No,Yes,No Information Available,Too many ads,3,17,50-59
Teri Ramos,18,M,Town,Gold Membership,No,Without Offers,Desktop,Fiber_Optic,21,260.08,15097.46,11,773.63,Yes,No,No,Not Applicable,Poor Product Quality,3,28,Oct-19
Fumiko Gagnier,49,M,City,No Membership,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,9,76.11,28870.14,28,683.65,Yes,No,Yes,No Information Available,Poor Product Quality,5,5,40-49
Fanny Straw,41,F,Town,Platinum Membership,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,10,1110.189531,49615.92,24,786.64,Yes,No,Yes,Solved,Poor Customer Service,3,30,40-49
Sade Szabo,25,F,Town,No Membership,No,Without Offers,Smartphone,Mobile_Data,8,305.27,28019.96,7,608.54,Yes,No,No,Not Applicable,Poor Product Quality,5,24,20-29
Selena Deford,36,F,City,Gold Membership,Yes,Without Offers,Smartphone,Fiber_Optic,24,563.3,38221,10,1296.669481,No,Yes,Yes,Solved,Poor Customer Service,3,6,30-39
Darlena Zieman,16,F,Village,No Membership,No,Credit/Debit Card Offers,Both,Fiber_Optic,7,237.14,5061.41,10,989.9731931,Yes,Yes,No,Not Applicable,Poor Website,4,0,Oct-19
Hae Volkmann,30,M,Town,Silver Membership,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,2,58.85,46895.72,16,792.09,No,Yes,Yes,Unsolved,Too many ads,3,12,30-39
Carolann Cockrum,49,M,City,No Membership,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,13,150.91,17129.53,15,639.82,No,Yes,Yes,No Information Available,Poor Product Quality,4,11,40-49
Jennell Johnston,13,F,Town,Gold Membership,Not Specified,Without Offers,Desktop,Wi-Fi,9,271.76,26424.38,14,756.13,Yes,Yes,No,Not Applicable,Poor Product Quality,3,27,Oct-19
Nakita Boruff,56,M,Village,Platinum Membership,Not Specified,Without Offers,Both,Fiber_Optic,3,733.67,14436.07,6,297.403945,Yes,Yes,Yes,Solved,Quality Customer Care,2,31,50-59
Rebecka Luque,36,M,Town,Platinum Membership,Yes,Gift Vouchers/Coupons,Not Specified,Wi-Fi,0,1221.822286,86842.83,13,710.92,Yes,Yes,No,Not Applicable,Reasonable Price,2,21,30-39
Teri Kear,36,F,Town,No Membership,No,Credit/Debit Card Offers,Not Specified,Mobile_Data,15,479.45,25392.94,11,587.23,Yes,No,No,Not Applicable,No reason specified,5,20,30-39
America Eden,20,M,City,Platinum Membership,Not Specified,Gift Vouchers/Coupons,Desktop,Mobile_Data,2,352.61,1816.1,5,733.6,No,Yes,No,Not Applicable,Poor Website,3,19,20-29
Giselle Markow,35,F,City,Basic Membership,No,Gift Vouchers/Coupons,Not Specified,Mobile_Data,0,86.27,37451.91,23,676.89,No,Yes,Yes,Solved,Poor Customer Service,5,29,30-39
Chantel Claybrook,29,M,City,Basic Membership,No,Without Offers,Desktop,Wi-Fi,19,43.5,14431.86,27,686.86,Yes,No,No,Not Applicable,Poor Customer Service,4,5,20-29
Stella Sprankle,38,F,City,No Membership,Yes,Gift Vouchers/Coupons,Not Specified,Mobile_Data,11,552.61,20308.23,28,615.9,Yes,No,Yes,Unsolved,Poor Product Quality,4,6,30-39
Margarito Schimke,46,M,Town,Gold Membership,No,Without Offers,Smartphone,Mobile_Data,20,393.41,15462.29,8,747.11,No,Yes,Yes,No Information Available,No reason specified,3,30,40-49
Brinda Tindel,60,F,City,Silver Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,5,95.02,11757.89,6,750.89,Yes,No,No,Not Applicable,Too many ads,3,13,60-69
Pattie Gamache,61,F,City,Premium Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,25,50.63,97688.49,17,292.5686807,Yes,No,Yes,Solved,Reasonable Price,1,17,60-69
Houston Burson,56,F,Town,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,12,34.08,34687.38,15,717.96,No,Yes,No,Not Applicable,Reasonable Price,2,22,50-59
Yolonda Krieg,41,M,City,Basic Membership,No,Without Offers,Smartphone,Mobile_Data,16,34.82,33188.16,27,367.6930211,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,4,14,40-49
Duane Gagnier,29,F,Town,Premium Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,6,201.06,8436.67,6,1071.243322,Yes,No,Yes,Solved,Products always in Stock,1,8,20-29
Neville Carnell,28,M,City,Silver Membership,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,16,348.67,38427.15,29,700.81,Yes,No,Yes,Unsolved,Poor Website,3,14,20-29
Shawanda Hargett,56,F,Town,Basic Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,14,42.78,43391.4,28,436.0883338,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,5,28,50-59
Josette Lufkin,43,F,Town,Gold Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,21,33.37,36894.82,18,701.81,No,Yes,No,Not Applicable,Poor Customer Service,3,20,40-49
America Drewry,60,F,Town,No Membership,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,16,101.56,5132.55,16,621.96,No,Yes,Yes,Unsolved,Poor Product Quality,4,31,60-69
Francis Fitting,35,F,City,No Membership,No,Without Offers,Smartphone,Fiber_Optic,9,37.59,28432.23,29,631.14,No,Yes,Yes,Unsolved,Poor Product Quality,4,31,30-39
Mana Bruneau,21,M,City,Gold Membership,Yes,Credit/Debit Card Offers,Not Specified,Mobile_Data,17,33.88,43649.07,11,777.37,No,Yes,Yes,No Information Available,Poor Website,3,27,20-29
Eliz Ficklin,64,M,Village,Platinum Membership,Yes,Gift Vouchers/Coupons,Not Specified,Mobile_Data,3,327.42,1063.13,8,755.68,Yes,No,Yes,No Information Available,No reason specified,3,7,60-69
Mickey Melody,39,M,Town,Basic Membership,No,Without Offers,Not Specified,Mobile_Data,8,417.99,37839.02,16,654.7996673,No,Yes,No,Not Applicable,No reason specified,5,13,30-39
Clark Robards,54,F,City,Basic Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,4,80.78,19793.69,18,676.01,No,Yes,No,Not Applicable,Too many ads,4,0,50-59
Melinda Forsman,63,F,City,Silver Membership,Not Specified,Gift Vouchers/Coupons,Desktop,Mobile_Data,9,96.65,24717.58,35.52947394,746.23,Yes,No,Yes,Solved in Follow-up,Quality Customer Care,2,0,60-69
Keva Raglin,17,M,City,Basic Membership,Not Specified,Gift Vouchers/Coupons,Not Specified,Mobile_Data,13,46.04,19090.42,12,581.33,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,5,22,Oct-19
Miguelina Coryell,36,F,Town,Basic Membership,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,16,119.69,48054.16,20,606.57,No,Yes,Yes,Solved in Follow-up,No reason specified,4,9,30-39
